Thời gian xảy ra tai nạn,Ngày xảy ra tai nạn,Quận/Huyện,Phường/Xã,Loại đường,Số người chết,Số người bị thương,Số người thương nặng,Số người thương nhẹ,Nhóm PT1,Phương tiện 1,Nhóm PT2,Phương tiện 2,Thiệt hại ước tính (triệu đồng),Phân loại tai nạn,Tình trạng thời tiết,Hình thức va chạm,Dạng đường,Loại mặt đường,Độ rộng đường,Tình trạng mặt đường,Tổ chức giao thông,Vòng xuyến,Nguyên nhân và Lỗi vi phạm
10:07:00,17/12/2020,Thủ Đức,Hiệp Bình Phước,Quốc lộ,0,1,1,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,1,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Vượt xe không đúng quy định']
15:25:00,16/12/2020,1,Bến Nghé,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Hai bánh,"Mô tô, xe máy",Hai bánh,2,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường một chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
14:20:00,16/12/2020,1,Bến Nghé,Đường huyện,0,0,0,0,Ô tô con,Ô tô con,Ô tô con,Ô tô con,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Đá,"Từ 9,0m đến 13,0m",Khô,Đường một chiều,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
12:40:00,16/12/2020,Củ Chi,Phước Vĩnh An,Đường tỉnh - Nông thôn,1,0,0,0,Ô tô tải,Ô tô chở hàng (Ô tô tải),"Mô tô, xe máy",Hai bánh từ 50-175cm3,5,Nghiêm trọng,Nắng,Xe với xe,Thẳng - Phẳng,,,,,Không,['Không chú ý quan sát']
8:30:00,16/12/2020,1,Phạm Ngũ Lão,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh,1,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,"['Không chấp hành quy định nhường đường tại nơi giao nhau', 'Không có giấy phép lái xe hoặc giấy phép lái xe không hợp lệ', 'Lỗi và nguyên nhân khác']"
7:30:00,16/12/2020,2,An Phú,Cao tốc,0,0,0,0,Ô tô con,Ô tô con,Ô tô tải,Ô tô chở hàng (Ô tô tải),3,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không chú ý quan sát']
3:33:00,16/12/2020,12,Đông Hưng Thuận,Khác,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,0,Nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,['Không chú ý quan sát']
20:40:00,15/12/2020,2,An Phú,Cao tốc - Nội thị,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,2,Nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,Thẳng - Gồ ghề,Bê tông nhựa,,Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không chú ý quan sát']
20:25:00,15/12/2020,1,Bến Nghé,Đường huyện - Nội thị,0,2,0,2,"Mô tô, xe máy",Hai bánh,"Mô tô, xe máy",Hai bánh,0,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường đôi - Vạch dọc liền ở giữa,Không,['Chuyển hướng không đúng quy định']
20:00:00,15/12/2020,Củ Chi,Tân Phú Trung,Đường xã - Nông thôn,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,5,Nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,,Khô,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
19:55:00,15/12/2020,Thủ Đức,Hiệp Bình Chánh,Đường tỉnh,0,1,1,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,0.5,Va chạm giao thông,Đêm tối,Người với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,,Không,['Không chú ý quan sát']
16:45:00,15/12/2020,1,Nguyễn Cư Trinh,Đường huyện - Nội thị,0,2,0,2,"Mô tô, xe máy",Hai bánh,"Mô tô, xe máy",Hai bánh,3,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Chuyển hướng không đúng quy định']
12:15:00,15/12/2020,2,Thạnh Mỹ Lợi,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Mô tô,Ô tô tải,Đầu kéo,0,Va chạm giao thông,Nắng,Xe với xe,,,,,,Có,['Không chú ý quan sát']
2:40:00,15/12/2020,Bình Thạnh,14,Đường tỉnh - Nội thị,0,2,0,2,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,0,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường hai chiều,Không,"['Mệt mỏi, ngủ gật']"
0:30:00,15/12/2020,Bình Chánh,Bình Hưng,Đường huyện - Nông thôn,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,2,Nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,,Khô,Đường một chiều,Không,['Thiếu chú ý quan sát']
22:00:00,14/12/2020,Bình Chánh,Phong Phú,Đường huyện,0,0,0,0,Ô tô con,Ô tô con,,,3,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,,Sình lầy,Đường một chiều,Không,['Lỗi và nguyên nhân khác']
10:00:00,14/12/2020,9,Tân Phú,Quốc lộ,1,0,0,0,Ô tô khách,Ô tô Khách từ 46 chỗ trở lên,"Mô tô, xe máy",Mô tô,2,Nghiêm trọng,Nắng,Xe với xe,Thẳng - Phẳng,,,,,Không,['Không chú ý quan sát']
23:45:00,13/12/2020,Nhà Bè,Long Thới,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,2,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Tránh xe đi ngược chiều không đúng quy định']
21:49:00,13/12/2020,1,Bến Thành,Khác,0,1,0,1,Ô tô con,Ô tô con,"Mô tô, xe máy",Mô tô,1,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không chú ý quan sát']
20:00:00,13/12/2020,Bình Thạnh,17,Khác,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,0,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,"['Mệt mỏi, ngủ gật']"
11:50:00,13/12/2020,1,Bến Thành,Khác,0,0,0,0,Ô tô con,Ô tô con,Ô tô tải,Ô tô tải,3,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Không chú ý quan sát']
3:30:00,13/12/2020,1,Tân Định,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,1,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,['Không chú ý quan sát']
23:15:00,12/12/2020,Tân Phú,Tây Thạnh,Đường huyện - Nội thị,0,0,0,0,Ô tô tải,Ô tô tải,Ô tô con,Ô tô con,4,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không chú ý quan sát']
21:45:00,12/12/2020,Nhà Bè,Hiệp Phước,Đường huyện,0,1,0,1,"Mô tô, xe máy",Mô tô,,,0,Va chạm giao thông,Râm,Trường hợp khác,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Vượt xe không đúng quy định']
15:27:00,12/12/2020,1,Bến Nghé,Đường huyện,0,0,0,0,Ô tô con,Ô tô con,"Mô tô, xe máy",Hai bánh từ 50-175cm3,10,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Không chú ý quan sát']
11:20:00,12/12/2020,Bình Thạnh,26,Khác,0,2,0,2,Ô tô con,Ô tô con,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Chuyển hướng không đúng quy định']
10:05:00,12/12/2020,1,Nguyễn Cư Trinh,Đường huyện,0,0,0,0,Ô tô khách,Ô tô Khách từ 17 đến 29 chỗ,Ô tô con,Ô tô con,20,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Không chú ý quan sát']
0:30:00,12/12/2020,Gò Vấp,4,Đường huyện,0,0,0,0,Ô tô con,Ô tô con,,,4.5,Va chạm giao thông,Râm,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không chú ý quan sát']
18:20:00,11/12/2020,Thủ Đức,Tam Bình,Đường tỉnh,1,0,0,0,"Mô tô, xe máy",Hai bánh,"Rơ mooc, Sơ mi rơ mooc",Sơ mi rơ moóc,1,Nghiêm trọng,Đêm tối,Xe với xe,,,,,,Không,['Không chú ý quan sát']
8:50:00,11/12/2020,2,Thạnh Mỹ Lợi,Đường huyện,0,0,0,0,Ô tô con,Ô tô con,Ô tô tải,Ô tô chở hàng (Ô tô tải),0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,,,Khô,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
0:30:00,11/12/2020,Gò Vấp,15,Đường huyện,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,2,Va chạm giao thông,"Mưa, lũ lụt",Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Ướt trơn,Đường hai chiều,Không,['Không chú ý quan sát']
23:20:00,10/12/2020,12,Đông Hưng Thuận,Khác,1,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,0,Nghiêm trọng,"Đêm tối, mưa gió",Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Ướt trơn,Đường hai chiều,Không,['Không chú ý quan sát']
23:00:00,10/12/2020,9,Phú Hữu,Đường xã,1,0,0,0,"Mô tô, xe máy",Mô tô,,,1,Nghiêm trọng,"Đêm tối, mưa gió",Phương tiện tự gây tai nạn,Thẳng - Phẳng - Cầu,Bê tông nhựa,,,,Không,"['Mệt mỏi, ngủ gật']"
16:30:00,10/12/2020,1,Tân Định,Đường tỉnh,0,0,0,0,"Mô tô, xe máy",Hai bánh,Ô tô con,Ô tô con,50,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Không chú ý quan sát']
23:00:00,9/12/2020,Tân Phú,Tây Thạnh,Đường huyện - Nội thị,0,1,0,1,Ô tô con,Ô tô con,"Mô tô, xe máy",Mô tô,3,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không chú ý quan sát']
22:00:00,9/12/2020,11,9,Đường tỉnh - Nội thị,0,1,0,1,Ô tô con,Ô tô con,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Không chú ý quan sát']
18:30:00,9/12/2020,Thủ Đức,Hiệp Bình Phước,Quốc lộ,0,1,1,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,3,Va chạm giao thông,Râm,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,,Không,['Không chấp hành quy định về tốc độ']
15:30:00,9/12/2020,Bình Chánh,Tân Túc,Đường huyện - Nông thôn,0,0,0,0,Ô tô tải,Ô tô chở hàng thông dụng,Ô tô con,Ô tô con,4,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,,Khô,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
5:30:00,9/12/2020,12,Trung Mỹ Tây,Quốc lộ - Nội thị,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,0,Va chạm giao thông,Đêm tối,Trường hợp khác,,,,,,Không,['Lỗi và nguyên nhân khác']
22:45:00,8/12/2020,1,Nguyễn Thái Bình,Đường tỉnh,0,0,0,0,Ô tô tải,Ô tô chở hàng (Ô tô tải),"Rơ mooc, Sơ mi rơ mooc",Sơ mi rơ moóc,2,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,,,,Không,['Không chú ý quan sát']
21:20:00,8/12/2020,12,Hiệp Thành,Khác,0,3,0,3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,,Khô,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
3:45:00,8/12/2020,Bình Tân,Tân Tạo,Đường tỉnh,1,0,0,0,"Mô tô, xe máy",Mô tô,,,0,Nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,['Không chú ý quan sát']
2:50:00,8/12/2020,1,Tân Định,Đường huyện,0,2,0,2,Ô tô con,Ô tô con,"Mô tô, xe máy",Mô tô,3,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không chú ý quan sát']
2:20:00,8/12/2020,Thủ Đức,Linh Trung,Đường huyện,1,0,0,0,"Mô tô, xe máy",Mô tô,,,5,Nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,['Không chú ý quan sát']
2:00:00,8/12/2020,Bình Chánh,Tân Túc,Cao tốc - Nội thị,0,0,0,0,Ô tô tải,Ô tô chở hàng (Ô tô tải),,,4,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,,Khô,Đường đôi - Giải phân cách ở giữa,Không,['Do người điều khiển kém']
0:50:00,8/12/2020,Bình Thạnh,25,Khác,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,Ô tô con,Ô tô con,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Chuyển hướng không đúng quy định']
22:30:00,7/12/2020,Nhà Bè,Nhà Bè,Đường huyện - Nội thị,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,5,Nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường hai chiều,Không,['Không chú ý quan sát']
21:00:00,7/12/2020,Thủ Đức,Linh Đông,Đường huyện,0,1,1,0,Xe thô sơ,Xe đạp,,,0.1,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,['Không chú ý quan sát']
16:00:00,7/12/2020,Thủ Đức,Trường Thọ,Khác,0,2,0,2,Ô tô con,Ô tô con,"Mô tô, xe máy",Mô tô,20,Ít nghiêm trọng,Nắng,Xe với xe,,,,,,Không,"['Thiếu chú ý quan sát gây tai nạn', 'Không chú ý quan sát']"
14:15:00,7/12/2020,Bình Chánh,Tân Nhựt,Đường tỉnh - Nội thị,0,0,0,0,Ô tô con,Ô tô con,Ô tô tải,Ô tô tải,3,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,,Khô,Đường hai chiều,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
4:30:00,7/12/2020,Bình Thạnh,21,Khác,0,0,0,0,Ô tô khách,Ô tô khách,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
0:30:00,7/12/2020,Bình Thạnh,2,Khác,0,0,0,0,Ô tô tải,Đầu kéo,"Rơ mooc, Sơ mi rơ mooc",Sơ mi rơ moóc,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không chú ý quan sát']
23:45:00,6/12/2020,Thủ Đức,Linh Đông,Đường huyện,0,1,1,0,"Mô tô, xe máy",Mô tô,"Rơ mooc, Sơ mi rơ mooc",Sơ mi rơ moóc,2,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không chú ý quan sát']
15:00:00,6/12/2020,Bình Chánh,Bình Chánh,Quốc lộ,1,1,0,0,"Mô tô, xe máy",Hai bánh,,,2,Nghiêm trọng,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,,Khô,Đường hai chiều,Không,"['Mệt mỏi, ngủ gật']"
13:00:00,6/12/2020,Nhà Bè,Phước Kiển,Đường huyện,0,1,0,1,Ô tô con,Ô tô con,"Mô tô, xe máy",Hai bánh từ 50-175cm3,4,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
11:20:00,6/12/2020,Bình Chánh,Đa Phước,Quốc lộ - Nông thôn,1,0,0,0,"Mô tô, xe máy",Hai bánh,Ô tô con,Ô tô con,3,Nghiêm trọng,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,,Khô,Đường hai chiều,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
11:20:00,6/12/2020,Tân Phú,Sơn Kỳ,Đường huyện - Nội thị,0,0,0,0,Ô tô con,Ô tô con,"Mô tô, xe máy",Mô tô,3,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Không chú ý quan sát']
5:00:00,6/12/2020,1,Nguyễn Thái Bình,Đường tỉnh,0,0,0,0,Ô tô con,Ô tô taxi,,,2,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,['Không chú ý quan sát']
1:25:00,6/12/2020,Nhà Bè,Nhơn Đức,Đường huyện,0,2,0,2,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,4,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Không chú ý quan sát']
23:10:00,5/12/2020,Tân Phú,Hòa Thạnh,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Mô tô,,,1,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,['Không chú ý quan sát']
22:00:00,5/12/2020,Bình Chánh,Phong Phú,Quốc lộ - Nông thôn,0,1,0,1,"Mô tô, xe máy",Hai bánh dưới 50cm3,,,2,Va chạm giao thông,Đêm tối,Người với xe,Thẳng - Phẳng,Bê tông nhựa,,Khô,Đường hai chiều,Không,['Qua đường không đúng quy định']
20:57:00,5/12/2020,2,Cát Lái,Đường huyện,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,0,Nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,,Khô,,Không,['Lỗi và nguyên nhân khác']
20:30:00,5/12/2020,Bình Chánh,Bình Chánh,Đường huyện,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,2,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,,Khô,Đường hai chiều,Không,['Chuyển hướng không đúng quy định']
20:15:00,5/12/2020,Bình Chánh,Lê Minh Xuân,Đường huyện,1,2,0,2,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,3,Nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,,Khô,Đường hai chiều,Không,['Chuyển hướng không đúng quy định']
16:40:00,5/12/2020,Bình Thạnh,19,Khác,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,0,Va chạm giao thông,Nắng,Phương tiện tự gây tai nạn,,,,,,Không,"['Mệt mỏi, ngủ gật']"
14:30:00,5/12/2020,Củ Chi,An Nhơn Tây,Khác,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,0,Nghiêm trọng,Nắng,Phương tiện tự gây tai nạn,,,,,,Không,['Không chú ý quan sát']
11:30:00,5/12/2020,Củ Chi,Tân Phú Trung,Quốc lộ - Nông thôn,0,0,0,0,Ô tô tải,Tải chở container,Ô tô con,Ô tô con,4,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Không chú ý quan sát']
0:30:00,5/12/2020,Tân Phú,Tây Thạnh,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Mô tô,Ô tô tải,Ô tô tải,3,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không chú ý quan sát']
22:45:00,4/12/2020,9,Tăng Nhơn Phú B,Đường huyện,0,0,0,0,"Rơ mooc, Sơ mi rơ mooc",Sơ mi rơ moóc,Ô tô con,Ô tô con,5,Ít nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,,Khô,Đường một chiều,Không,['Lỗi và nguyên nhân khác']
18:30:00,4/12/2020,1,Đa Kao,Đường huyện,0,0,0,0,Ô tô con,Ô tô con,Ô tô con,Ô tô con,3,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không chú ý quan sát']
7:40:00,4/12/2020,9,Long Thạnh Mỹ,Đường huyện,0,1,0,1,"Mô tô, xe máy",Hai bánh,,,0,Va chạm giao thông,Nắng,Phương tiện tự gây tai nạn,,Bê tông nhựa,,,,Có,['Lỗi và nguyên nhân khác']
23:30:00,3/12/2020,Bình Chánh,Bình Chánh,Quốc lộ - Nội thị,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,Ô tô tải,Ô tô chở hàng (Ô tô tải),2,Nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,,Khô,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
23:20:00,3/12/2020,Tân Phú,Phú Trung,Đường huyện - Nội thị,0,0,0,0,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,2,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không chú ý quan sát']
22:55:00,3/12/2020,1,Cầu Kho,Đường huyện,0,2,0,2,"Mô tô, xe máy",Hai bánh,"Mô tô, xe máy",Hai bánh,3,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không chú ý quan sát']
22:45:00,3/12/2020,Bình Thạnh,11,Khác,0,1,0,1,Ô tô con,Ô tô con,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Vượt xe không đúng quy định']
22:09:00,3/12/2020,1,Bến Thành,Đường huyện,0,1,0,1,Ô tô con,Ô tô con,"Mô tô, xe máy",Hai bánh,5,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không chú ý quan sát']
21:40:00,3/12/2020,1,Cầu Kho,Đường huyện,0,2,0,2,"Mô tô, xe máy",Hai bánh,"Mô tô, xe máy",Hai bánh,3,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không chú ý quan sát']
21:10:00,3/12/2020,12,Trung Mỹ Tây,Đường xã - Nông thôn,0,2,0,2,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,4,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Chuyển hướng không đúng quy định']
17:30:00,2/12/2020,1,Cầu Ông Lãnh,Đường tỉnh - Nội thị,0,0,0,0,Ô tô con,Ô tô con,"Mô tô, xe máy",Hai bánh,10,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Không chú ý quan sát']
